year,epi_week,T2M_mean,RH2M_mean,PRECTOTCORR_sum,WS10M_mean
2015,53,15.933333333333332,25.073333333333334,0.0,2.263333333333333
2016,1,15.575714285714286,40.79857142857143,0.05,2.2885714285714287
2016,2,14.078571428571427,46.41571428571428,6.53,2.097142857142857
2016,3,12.247142857142858,31.330000000000002,0.0,1.967142857142857
2016,4,14.12142857142857,46.512857142857136,12.92,2.2842857142857143
2016,5,14.468571428571428,36.37571428571429,0.05,2.6014285714285714
2016,6,14.64,42.951428571428565,0.8700000000000001,2.4528571428571433
2016,7,16.514285714285712,42.37571428571429,6.88,2.6714285714285713
2016,8,20.135714285714283,26.50857142857143,0.0,2.257142857142857
2016,9,22.535714285714285,39.09142857142857,3.74,2.1457142857142855
2016,10,21.830000000000002,51.72714285714286,20.85,2.0742857142857143
2016,11,21.93857142857143,49.87285714285714,7.28,2.527142857142857
2016,12,22.472857142857144,38.66142857142857,2.29,3.927142857142857
2016,13,27.177142857142858,34.53857142857142,0.030000000000000002,2.6585714285714284
2016,14,26.49857142857143,34.56285714285714,0.82,3.2271428571428573
2016,15,30.32857142857143,27.359999999999996,0.48000000000000004,3.5985714285714288
2016,16,30.237142857142857,22.90285714285714,1.94,3.9714285714285715
2016,17,31.958571428571428,15.118571428571428,0.0,3.2128571428571426
2016,18,33.934285714285714,22.787142857142857,0.55,2.782857142857143
2016,19,36.17285714285715,20.888571428571428,4.41,3.011428571428571
2016,20,38.544285714285714,13.724285714285713,0.0,3.2328571428571427
2016,21,35.90714285714286,28.327142857142857,18.56,2.8771428571428572
2016,22,37.0,28.59714285714286,3.31,2.8771428571428572
2016,23,38.839999999999996,18.615714285714287,2.58,2.641428571428572
2016,24,37.23857142857143,34.9,35.05,2.9214285714285713
2016,25,36.089999999999996,41.521428571428565,36.779999999999994,2.004285714285714
2016,26,35.89142857142857,46.34142857142857,34.330000000000005,2.1671428571428573
2016,27,36.23857142857143,45.47571428571428,24.05,1.4714285714285715
2016,28,34.06285714285714,56.18285714285714,70.24000000000001,2.3242857142857143
2016,29,34.332857142857144,50.11571428571428,25.14,1.9914285714285713
2016,30,32.137142857142855,62.06142857142857,48.68,2.3685714285714288
2016,31,31.834285714285716,63.201428571428565,35.54,2.2885714285714287
2016,32,31.664285714285715,65.92,40.61,1.5371428571428571
2016,33,32.93,54.44285714285714,13.760000000000002,1.5042857142857144
2016,34,30.777142857142856,67.14142857142858,72.59,1.5885714285714287
2016,35,30.05857142857143,62.44571428571429,10.2,1.7285714285714284
2016,36,31.06714285714286,52.00571428571429,2.37,2.494285714285714
2016,37,31.21,48.544285714285714,5.0200000000000005,1.5785714285714287
2016,38,30.774285714285718,48.9,10.92,1.6514285714285715
2016,39,30.467142857142854,45.228571428571435,0.060000000000000005,1.5714285714285714
2016,40,30.09,41.47571428571428,0.33,1.6257142857142857
2016,41,27.78,25.398571428571426,0.0,1.7042857142857142
2016,42,26.937142857142856,25.587142857142858,0.0,1.3628571428571428
2016,43,24.354285714285716,22.77857142857143,0.0,1.9014285714285715
2016,44,22.28,29.032857142857143,0.0,1.3985714285714284
2016,45,21.261428571428574,22.814285714285713,1.17,2.3657142857142857
2016,46,19.208571428571428,24.844285714285714,0.0,2.5485714285714285
2016,47,20.62142857142857,25.452857142857145,0.0,2.9457142857142857
2016,48,19.684285714285714,19.509999999999998,0.0,2.157142857142857
2016,49,19.21857142857143,28.41714285714286,0.0,2.005714285714286
2016,50,16.481428571428573,30.164285714285715,0.0,2.15
2016,51,16.625714285714285,22.78857142857143,0.0,2.6814285714285715
2016,52,15.73,23.277142857142856,0.01,2.1814285714285715
2017,1,14.962857142857143,48.74,3.45,1.792857142857143
2017,2,9.778571428571428,34.83714285714286,9.200000000000001,2.7328571428571427
2017,3,11.145714285714288,55.85857142857143,3.5500000000000003,2.427142857142857
2017,4,13.221428571428572,69.49857142857142,38.3,2.43
2017,5,15.328571428571427,55.58142857142857,8.299999999999999,2.575714285714286
2017,6,14.578571428571427,45.402857142857144,0.04,2.1914285714285713
2017,7,19.104285714285716,49.68142857142857,0.07,2.6157142857142857
2017,8,17.602857142857143,38.94857142857143,0.53,2.968571428571429
2017,9,18.57,38.96142857142858,0.5700000000000001,2.665714285714286
2017,10,17.34714285714286,48.832857142857144,16.64,2.165714285714286
2017,11,19.689999999999998,37.237142857142864,0.01,2.21
2017,12,25.32,35.27571428571429,0.0,3.1357142857142857
2017,13,29.91,29.592857142857145,0.0,3.0985714285714283
2017,14,26.075714285714287,34.824285714285715,13.26,3.5814285714285714
2017,15,29.724285714285713,22.017142857142858,0.0,3.448571428571429
2017,16,34.175714285714285,23.07,14.91,2.932857142857143
2017,17,30.565714285714286,29.33142857142857,1.8599999999999999,2.4257142857142857
2017,18,32.145714285714284,23.54,0.02,2.8742857142857146
2017,19,36.26428571428571,18.541428571428572,0.02,2.447142857142857
2017,20,35.38428571428572,25.927142857142858,19.8,2.347142857142857
2017,21,36.06428571428571,27.074285714285715,0.55,2.085714285714286
2017,22,36.784285714285716,22.37,3.55,2.7157142857142857
2017,23,35.73714285714286,35.817142857142855,36.25,2.8971428571428572
2017,24,36.05142857142857,36.082857142857144,21.910000000000004,2.1714285714285713
2017,25,33.674285714285716,48.037142857142854,34.91,2.0100000000000002
2017,26,33.42857142857143,56.22571428571428,53.660000000000004,2.157142857142857
2017,27,35.27428571428572,46.364285714285714,16.2,1.9114285714285713
2017,28,33.72857142857143,54.50285714285714,49.9,2.2457142857142856
2017,29,33.4,57.20428571428572,23.419999999999998,1.9271428571428573
2017,30,32.72428571428571,59.832857142857144,43.260000000000005,2.182857142857143
2017,31,33.20142857142857,58.57285714285714,31.659999999999997,2.6257142857142854
2017,32,34.40857142857143,52.271428571428565,20.96,2.4171428571428573
2017,33,33.035714285714285,50.58142857142857,8.149999999999999,1.937142857142857
2017,34,32.6,55.901428571428575,26.95,1.8885714285714283
2017,35,30.919999999999998,63.287142857142854,39.7,1.832857142857143
2017,36,31.46142857142857,55.85,17.96,1.6985714285714286
2017,37,30.97714285714286,48.55142857142857,1.49,1.9842857142857144
2017,38,30.34857142857143,34.972857142857144,0.89,1.5142857142857142
2017,39,30.59,30.90285714285714,0.02,1.2714285714285716
2017,40,29.702857142857145,30.985714285714288,0.0,1.662857142857143
2017,41,28.84142857142857,30.485714285714288,0.0,1.622857142857143
2017,42,27.435714285714287,21.99285714285714,0.0,1.9242857142857142
2017,43,24.407142857142855,23.150000000000002,0.0,2.15
2017,44,22.31,34.29,0.0,1.3157142857142858
2017,45,21.601428571428574,31.24857142857143,0.0,1.4614285714285715
2017,46,18.282857142857143,41.12428571428571,3.38,2.2728571428571427
2017,47,17.242857142857144,24.585714285714285,0.0,2.705714285714286
2017,48,18.33857142857143,23.735714285714288,0.0,1.8900000000000001
2017,49,15.21142857142857,20.135714285714283,0.0,2.652857142857143
2017,50,11.635714285714286,57.62428571428571,16.4,2.572857142857143
2017,51,14.831428571428571,41.971428571428575,0.0,3.0885714285714285
2017,52,15.02,31.97142857142857,0.0,1.9457142857142855
2018,1,12.537142857142857,34.39142857142857,0.0,1.9314285714285713
2018,2,13.888571428571428,29.904285714285713,0.0,2.4914285714285715
2018,3,13.957142857142857,26.04,0.0,2.792857142857143
2018,4,12.247142857142858,43.48142857142857,7.8,1.8142857142857143
2018,5,15.322857142857144,30.752857142857145,0.0,2.7742857142857145
2018,6,14.540000000000001,22.207142857142856,12.9,2.2971428571428576
2018,7,15.62857142857143,55.35285714285714,11.54,3.2542857142857144
2018,8,19.684285714285714,44.371428571428574,2.33,2.544285714285714
2018,9,21.07,49.08571428571429,2.27,2.3771428571428572
2018,10,21.82857142857143,37.46857142857143,0.0,2.817142857142857
2018,11,23.955714285714286,28.37857142857143,0.4,2.5442857142857145
2018,12,23.574285714285715,36.76285714285715,6.15,2.4657142857142853
2018,13,27.802857142857142,15.832857142857142,0.0,3.0442857142857145
2018,14,29.641428571428573,25.34714285714286,2.1,2.334285714285714
2018,15,27.082857142857144,41.21714285714285,10.559999999999999,2.358571428571428
2018,16,26.997142857142855,34.24142857142857,4.61,3.542857142857143
2018,17,32.42142857142857,19.72,0.02,3.1457142857142855
2018,18,33.98142857142857,21.201428571428572,4.36,2.9985714285714287
2018,19,32.95142857142857,28.271428571428572,2.4299999999999997,3.1
2018,20,33.51428571428571,24.095714285714287,1.6600000000000001,3.0471428571428576
2018,21,35.43,12.605714285714285,0.0,3.6614285714285715
2018,22,38.15,13.041428571428572,0.07,2.704285714285714
2018,23,36.917142857142856,36.85,26.1,2.544285714285714
2018,24,37.03142857142858,33.71714285714286,8.54,4.002857142857143
2018,25,36.23142857142857,34.61714285714286,2.7800000000000002,2.8299999999999996
2018,26,33.54857142857143,51.49142857142857,53.99,2.725714285714286
2018,27,32.33428571428571,60.12,121.14999999999999,2.3985714285714286
2018,28,34.01285714285714,55.93571428571429,27.98,2.045714285714286
2018,29,32.434285714285714,66.49857142857142,44.77,2.3857142857142857
2018,30,31.277142857142856,70.29714285714286,61.28,2.1957142857142857
2018,31,32.90857142857143,54.83857142857143,2.7,3.212857142857143
2018,32,32.07,61.722857142857144,24.669999999999998,3.0142857142857147
2018,33,32.66571428571428,59.58571428571428,18.04,1.7357142857142858
2018,34,33.808571428571426,54.21714285714285,19.259999999999998,1.9414285714285715
2018,35,33.505714285714284,49.05714285714286,2.12,1.8957142857142857
2018,36,32.54571428571428,51.128571428571426,29.11,1.9414285714285715
2018,37,31.114285714285717,52.839999999999996,8.74,2.025714285714286
2018,38,28.768571428571427,55.18714285714286,62.98,2.6014285714285714
2018,39,27.405714285714286,59.76285714285715,25.42,1.917142857142857
2018,40,27.31714285714286,48.51428571428572,2.55,1.6771428571428573
2018,41,25.417142857142856,49.59428571428572,3.4,1.7814285714285716
2018,42,24.511428571428574,41.08714285714286,0.0,1.8514285714285716
2018,43,23.822857142857142,36.089999999999996,0.0,1.6128571428571428
2018,44,22.212857142857143,45.84285714285715,1.54,2.4414285714285713
2018,45,19.518571428571427,30.785714285714285,0.0,2.1928571428571426
2018,46,19.964285714285715,42.98428571428571,2.6799999999999997,2.0714285714285716
2018,47,19.368571428571425,37.037142857142854,0.06,2.817142857142857
2018,48,18.990000000000002,34.54571428571428,0.0,2.185714285714286
2018,49,16.974285714285713,38.44428571428572,0.0,1.4471428571428573
2018,50,13.074285714285713,57.18857142857143,3.6799999999999997,2.3871428571428575
2018,51,13.129999999999999,30.36285714285714,0.0,2.0685714285714285
2018,52,10.804285714285713,36.722857142857144,0.0,2.3385714285714285
2019,1,11.385714285714286,53.93,2.31,2.41
2019,2,12.512857142857143,53.93571428571429,0.91,2.462857142857143
2019,3,11.868571428571428,42.402857142857144,2.34,2.5557142857142856
2019,4,10.407142857142857,65.77571428571429,19.95,2.13
2019,5,11.317142857142857,56.41285714285714,4.11,2.6185714285714288
2019,6,13.37142857142857,56.24857142857143,16.400000000000002,2.275714285714286
2019,7,14.551428571428572,54.00571428571429,14.48,1.9442857142857142
2019,8,14.057142857142859,64.82285714285715,36.11,2.61
2019,9,14.104285714285714,58.62571428571429,8.56,2.3285714285714287
2019,10,17.045714285714286,52.542857142857144,0.11,2.2399999999999998
2019,11,17.244285714285716,56.50571428571429,5.67,2.415714285714286
2019,12,20.28857142857143,50.47571428571428,1.77,2.685714285714286
2019,13,25.175714285714285,38.17428571428571,0.0,2.761428571428571
2019,14,28.518571428571427,32.23142857142857,0.01,2.435714285714286
2019,15,29.301428571428573,36.94857142857143,1.1600000000000001,2.6942857142857144
2019,16,25.59714285714286,52.707142857142856,37.85,2.3985714285714286
2019,17,31.291428571428572,36.26571428571429,1.77,2.935714285714286
2019,18,30.51571428571429,27.40857142857143,1.1900000000000002,3.1142857142857143
2019,19,33.57285714285714,22.885714285714283,0.16999999999999998,2.551428571428571
2019,20,31.424285714285713,36.22857142857143,8.02,2.21
2019,21,33.09428571428571,30.967142857142857,12.12,3.224285714285714
2019,22,37.39142857142857,16.335714285714285,0.0,2.9314285714285715
2019,23,38.52428571428572,13.934285714285716,0.08,2.632857142857143
2019,24,38.144285714285715,18.114285714285714,7.55,3.9085714285714284
2019,25,35.74142857142857,33.93857142857143,8.13,2.792857142857143
2019,26,37.24571428571429,32.86857142857143,8.99,2.8314285714285714
2019,27,38.417142857142856,30.798571428571424,18.61,2.1914285714285713
2019,28,36.135714285714286,45.15,68.32,2.4528571428571424
2019,29,31.155714285714286,68.32571428571428,90.56,2.3299999999999996
2019,30,31.707142857142856,68.23714285714286,64.19,2.4528571428571433
2019,31,30.732857142857142,75.08857142857143,42.03,2.432857142857143
2019,32,31.677142857142858,68.6842857142857,21.7,2.6685714285714286
2019,33,31.035714285714285,69.13857142857142,46.8,2.7542857142857144
2019,34,30.71142857142857,62.54714285714285,3.1799999999999997,2.2728571428571427
2019,35,32.58428571428571,61.212857142857146,15.03,2.132857142857143
2019,36,32.95857142857143,58.22571428571429,8.36,1.9685714285714284
2019,37,33.08714285714286,50.03142857142858,0.32999999999999996,2.487142857142857
2019,38,30.947142857142858,54.78285714285715,4.680000000000001,2.7257142857142855
2019,39,29.664285714285715,60.50857142857143,63.75,2.2514285714285713
2019,40,24.897142857142857,72.26285714285714,15.2,1.762857142857143
2019,41,25.708571428571428,55.24714285714286,0.01,1.8285714285714287
2019,42,24.71142857142857,56.67,6.87,2.312857142857143
2019,43,24.28,43.815714285714286,0.0,1.8128571428571427
2019,44,24.34857142857143,47.05142857142857,0.0,1.6014285714285716
2019,45,21.095714285714283,52.65571428571428,15.59,2.3814285714285717
2019,46,19.057142857142857,57.59142857142857,2.5,2.2014285714285715
2019,47,18.382857142857144,54.145714285714284,0.23,1.9528571428571428
2019,48,16.534285714285716,57.81,3.93,1.6400000000000001
2019,49,15.79857142857143,38.00142857142857,0.0,1.737142857142857
2019,50,13.292857142857143,58.11,24.8,2.0557142857142856
2019,51,12.534285714285714,50.69857142857143,0.32999999999999996,1.8471428571428572
2019,52,10.207142857142857,43.80714285714286,0.0,1.7328571428571429
2020,1,10.082857142857142,53.42714285714286,0.14,1.8185714285714287
2020,2,10.065714285714284,61.73571428571428,15.13,2.1357142857142857
2020,3,10.452857142857143,65.42857142857143,32.98,1.6885714285714286
2020,4,11.275714285714287,62.49857142857143,0.030000000000000002,2.511428571428571
2020,5,11.754285714285714,70.81,20.09,2.152857142857143
2020,6,11.775714285714287,55.60142857142857,0.0,1.747142857142857
2020,7,16.08857142857143,50.01571428571429,0.05,2.5828571428571427
2020,8,17.05,50.800000000000004,4.4,2.7914285714285714
2020,9,18.44142857142857,62.33428571428571,13.93,2.85
2020,10,17.134285714285713,73.07000000000001,50.44,2.6442857142857146
2020,11,16.274285714285714,66.96714285714286,34.949999999999996,3.0542857142857143
2020,12,20.274285714285718,67.29571428571428,0.14,2.2485714285714287
2020,13,20.25714285714286,73.00857142857143,48.33,2.4757142857142855
2020,14,20.372857142857146,67.68714285714286,8.05,2.665714285714286
2020,15,23.755714285714284,60.878571428571426,0.9199999999999999,2.4014285714285712
2020,16,25.958571428571428,56.68285714285714,19.09,2.8314285714285714
2020,17,25.845714285714287,56.790000000000006,2.1399999999999997,2.457142857142857
2020,18,29.09,53.43857142857143,6.58,2.794285714285714
2020,19,30.12857142857143,44.462857142857146,1.33,2.5357142857142856
2020,20,29.978571428571428,48.56857142857143,11.11,2.792857142857143
2020,21,32.96142857142857,32.0,0.12,3.412857142857143
2020,22,34.24,35.58571428571428,8.15,3.954285714285714
2020,23,29.565714285714286,51.684285714285714,14.99,2.314285714285714
2020,24,35.589999999999996,37.97571428571428,9.5,2.4985714285714287
2020,25,37.62428571428571,26.771428571428572,0.53,2.355714285714286
2020,26,36.58,42.00142857142857,19.42,2.8628571428571425
2020,27,36.792857142857144,40.45428571428572,20.1,2.5928571428571425
2020,28,35.37571428571429,46.92285714285714,41.81,2.454285714285714
2020,29,34.502857142857145,54.20428571428572,43.480000000000004,1.8900000000000001
2020,30,32.51857142857143,57.69571428571429,43.69,2.4185714285714286
2020,31,33.364285714285714,60.53000000000001,61.76,2.41
2020,32,33.434285714285714,61.71142857142858,35.040000000000006,2.4057142857142857
2020,33,32.51857142857143,69.43571428571428,48.9,2.32
2020,34,30.797142857142855,74.39571428571428,87.02,2.222857142857143
2020,35,29.59142857142857,77.14714285714285,133.62,1.9814285714285715
2020,36,28.292857142857144,82.7942857142857,73.35000000000001,2.632857142857143
2020,37,29.051428571428573,73.85571428571428,0.9,1.5942857142857143
2020,38,29.872857142857146,63.87714285714286,0.0,1.5485714285714285
2020,39,28.87857142857143,61.41571428571429,0.11,1.7185714285714284
2020,40,27.222857142857144,52.61714285714286,0.0,1.837142857142857
2020,41,26.634285714285713,44.73428571428571,0.0,1.6814285714285713
2020,42,25.882857142857144,39.55142857142857,0.0,1.8557142857142856
2020,43,23.962857142857143,37.86857142857143,0.0,1.7385714285714287
2020,44,21.641428571428573,38.85857142857143,0.0,2.2285714285714286
2020,45,21.82857142857143,34.174285714285716,0.0,1.487142857142857
2020,46,18.78857142857143,48.90714285714286,16.12,1.6714285714285713
2020,47,14.805714285714286,51.870000000000005,0.27,2.5285714285714285
2020,48,13.43142857142857,67.48857142857143,46.02,2.7342857142857144
2020,49,16.392857142857142,58.30285714285714,0.0,2.295714285714286
2020,50,15.531428571428572,69.30285714285715,12.85,2.608571428571429
2020,51,10.028571428571428,59.61857142857143,0.0,2.807142857142857
2020,52,12.52,57.74714285714286,2.77,2.294285714285714
2020,53,8.67,69.0275,1.33,2.5225
